obj_name,original_iter,original_miou,baseline_miou_original,oracle_miou_original,guarded_iter,guarded_miou,baseline_miou_guarded,oracle_miou_guarded,guarded_delta_vs_original,original_delta_vs_baseline,guarded_delta_vs_baseline,original_non_degraded,guarded_non_degraded,ndr_transition
567_class-816,5,0.9638037682,0.9637185335,0.9638403654,5,0.9638037682,0.9637185335,0.9638403654,0.0000000000,0.0000852346,0.0000852346,1,1,0
568_class-816,1,0.9459136724,0.8430261612,0.9485749006,0,0.8430261612,0.8430261612,0.9485749006,-0.1028875113,0.1028875113,0.0000000000,1,1,0
569_class-816,3,0.9738581181,0.9742541313,0.9755684137,0,0.9742541313,0.9742541313,0.9755684137,0.0003960133,-0.0003960133,0.0000000000,0,1,1
570_class-817,5,0.9138383865,0.9157211781,0.9157211781,0,0.9157211781,0.9157211781,0.9157211781,0.0018827915,-0.0018827915,0.0000000000,0,1,1
571_class-817,2,0.9288095236,0.9293408990,0.9301856756,0,0.9293408990,0.9293408990,0.9301856756,0.0005313754,-0.0005313754,0.0000000000,0,1,1
572_class-817,0,0.9568525553,0.9568525553,0.9583619833,0,0.9568525553,0.9568525553,0.9583619833,0.0000000000,0.0000000000,0.0000000000,1,1,0
573_class-817,4,0.9175714850,0.9269224405,0.9269224405,0,0.9269224405,0.9269224405,0.9269224405,0.0093509555,-0.0093509555,0.0000000000,0,1,1
574_class-817,4,0.9537346363,0.9548672438,0.9548672438,0,0.9548672438,0.9548672438,0.9548672438,0.0011326075,-0.0011326075,0.0000000000,0,1,1
575_class-817,4,0.9170756936,0.9156352878,0.9196037650,0,0.9156352878,0.9156352878,0.9196037650,-0.0014404058,0.0014404058,0.0000000000,1,1,0
576_class-817,5,0.9217609763,0.9222404361,0.9225975871,5,0.9217609763,0.9222404361,0.9225975871,0.0000000000,-0.0004794598,-0.0004794598,0,0,0
577_class-817,0,0.9525483847,0.9525483847,0.9571453333,0,0.9525483847,0.9525483847,0.9571453333,0.0000000000,0.0000000000,0.0000000000,1,1,0
578_class-817,3,0.9001167417,0.8162387609,0.9006868601,3,0.9001167417,0.8162387609,0.9006868601,0.0000000000,0.0838779807,0.0838779807,1,1,0
579_class-817,1,0.9011211395,0.9011142254,0.9176462293,1,0.9011211395,0.9011142254,0.9176462293,0.0000000000,0.0000069141,0.0000069141,1,1,0
580_class-818,5,0.9576950073,0.9566403627,0.9576950073,5,0.9576950073,0.9566403627,0.9576950073,0.0000000000,0.0010546446,0.0010546446,1,1,0
581_class-818,0,0.9451048374,0.9451048374,0.9451048374,0,0.9451048374,0.9451048374,0.9451048374,0.0000000000,0.0000000000,0.0000000000,1,1,0
582_class-818,1,0.9659689665,0.9679043889,0.9679043889,1,0.9659689665,0.9679043889,0.9679043889,0.0000000000,-0.0019354224,-0.0019354224,0,0,0
583_class-818,4,0.9746925831,0.9749286175,0.9749286175,0,0.9749286175,0.9749286175,0.9749286175,0.0002360344,-0.0002360344,0.0000000000,0,1,1
584_class-818,3,0.5841006637,0.5840621591,0.7770515680,3,0.5841006637,0.5840621591,0.7770515680,0.0000000000,0.0000385046,0.0000385046,1,1,0
585_class-818,4,0.6852105856,0.8490367532,0.9640865326,4,0.6852105856,0.8490367532,0.9640865326,0.0000000000,-0.1638261676,-0.1638261676,0,0,0
586_class-818,2,0.9864037633,0.9855904579,0.9864258766,2,0.9864037633,0.9855904579,0.9864258766,0.0000000000,0.0008133054,0.0008133054,1,1,0
587_class-818,0,0.5619060993,0.5619060993,0.9421918392,0,0.5619060993,0.5619060993,0.9421918392,0.0000000000,0.0000000000,0.0000000000,1,1,0
588_class-818,3,0.9769097567,0.8874318600,0.9769097567,3,0.9769097567,0.8874318600,0.9769097567,0.0000000000,0.0894778967,0.0894778967,1,1,0
589_class-818,5,0.9388331175,0.9400464892,0.9400464892,0,0.9400464892,0.9400464892,0.9400464892,0.0012133718,-0.0012133718,0.0000000000,0,1,1
590_class-819,4,0.9522575140,0.9252461791,0.9522575140,4,0.9522575140,0.9252461791,0.9522575140,0.0000000000,0.0270113349,0.0270113349,1,1,0
591_class-819,1,0.9456208944,0.9459599257,0.9462679625,0,0.9459599257,0.9459599257,0.9462679625,0.0003390312,-0.0003390312,0.0000000000,0,1,1
592_class-819,3,0.8719316125,0.8754951954,0.9217580557,0,0.8754951954,0.8754951954,0.9217580557,0.0035635829,-0.0035635829,0.0000000000,0,1,1
593_class-819,1,0.9114027023,0.9017938375,0.9164720774,0,0.9017938375,0.9017938375,0.9164720774,-0.0096088648,0.0096088648,0.0000000000,1,1,0
594_class-819,1,0.9719504118,0.9713260531,0.9719504118,0,0.9713260531,0.9713260531,0.9719504118,-0.0006243587,0.0006243587,0.0000000000,1,1,0
595_class-819,0,0.9296052456,0.9296052456,0.9426305294,0,0.9296052456,0.9296052456,0.9426305294,0.0000000000,0.0000000000,0.0000000000,1,1,0
596_class-819,0,0.9539516568,0.9539516568,0.9539516568,0,0.9539516568,0.9539516568,0.9539516568,0.0000000000,0.0000000000,0.0000000000,1,1,0
597_class-819,4,0.9377304316,0.9385288954,0.9394994974,0,0.9385288954,0.9385288954,0.9394994974,0.0007984638,-0.0007984638,0.0000000000,0,1,1
598_class-819,5,0.8156567812,0.8150588274,0.8156567812,0,0.8150588274,0.8150588274,0.8156567812,-0.0005979538,0.0005979538,0.0000000000,1,1,0
599_class-819,4,0.8807153702,0.8795854449,0.8812603354,0,0.8795854449,0.8795854449,0.8812603354,-0.0011299253,0.0011299253,0.0000000000,1,1,0
600_class-820,5,0.9086869955,0.9071246386,0.9100007415,5,0.9086869955,0.9071246386,0.9100007415,0.0000000000,0.0015623569,0.0015623569,1,1,0
601_class-820,4,0.9476732016,0.1669276953,0.9491564035,4,0.9476732016,0.1669276953,0.9491564035,0.0000000000,0.7807455063,0.7807455063,1,1,0
602_class-820,4,0.0594716221,0.1668944806,0.8407822847,0,0.1668944806,0.1668944806,0.8407822847,0.1074228585,-0.1074228585,0.0000000000,0,1,1
603_class-820,3,0.9646977186,0.9653034806,0.9653034806,0,0.9653034806,0.9653034806,0.9653034806,0.0006057620,-0.0006057620,0.0000000000,0,1,1
604_class-820,3,0.9237816930,0.9262652993,0.9403418303,3,0.9237816930,0.9262652993,0.9403418303,0.0000000000,-0.0024836063,-0.0024836063,0,0,0
605_class-820,2,0.9621151686,0.9596804380,0.9621151686,0,0.9596804380,0.9596804380,0.9621151686,-0.0024347305,0.0024347305,0.0000000000,1,1,0
606_class-820,4,0.9528433681,0.9530613422,0.9544638395,0,0.9530613422,0.9530613422,0.9544638395,0.0002179742,-0.0002179742,0.0000000000,0,1,1
607_class-820,2,0.9200952053,0.9188600183,0.9200952053,0,0.9188600183,0.9188600183,0.9200952053,-0.0012351871,0.0012351871,0.0000000000,1,1,0
608_class-820,2,0.9444390535,0.9472301006,0.9475470781,2,0.9444390535,0.9472301006,0.9475470781,0.0000000000,-0.0027910471,-0.0027910471,0,0,0
609_class-820,3,0.9409525394,0.9424502850,0.9425162673,3,0.9409525394,0.9424502850,0.9425162673,0.0000000000,-0.0014977455,-0.0014977455,0,0,0
610_class-821,3,0.6819962859,0.6814280748,0.6819962859,0,0.6814280748,0.6814280748,0.6819962859,-0.0005682111,0.0005682111,0.0000000000,1,1,0
611_class-821,1,0.7275623679,0.7268848419,0.7278623581,0,0.7268848419,0.7268848419,0.7278623581,-0.0006775260,0.0006775260,0.0000000000,1,1,0
612_class-821,4,0.9831210375,0.8801414371,0.9831210375,0,0.8801414371,0.8801414371,0.9831210375,-0.1029796004,0.1029796004,0.0000000000,1,1,0
613_class-821,1,0.7968450785,0.7964736223,0.7968743443,1,0.7968450785,0.7964736223,0.7968743443,0.0000000000,0.0003714561,0.0003714561,1,1,0
614_class-821,5,0.5836697817,0.5846374035,0.6909857988,5,0.5836697817,0.5846374035,0.6909857988,0.0000000000,-0.0009676218,-0.0009676218,0,0,0
615_class-821,5,0.7631262541,0.7574621439,0.7631262541,5,0.7631262541,0.7574621439,0.7631262541,0.0000000000,0.0056641102,0.0056641102,1,1,0
616_class-821,0,0.0500958599,0.0500958599,0.0977884457,0,0.0500958599,0.0500958599,0.0977884457,0.0000000000,0.0000000000,0.0000000000,1,1,0
617_class-821,2,0.7440343499,0.7470405102,0.7470405102,0,0.7470405102,0.7470405102,0.7470405102,0.0030061603,-0.0030061603,0.0000000000,0,1,1
618_class-821,2,0.8083611131,0.8080701828,0.8805865049,2,0.8083611131,0.8080701828,0.8805865049,0.0000000000,0.0002909303,0.0002909303,1,1,0
619_class-821,4,0.7215678692,0.7180237770,0.7215678692,0,0.7180237770,0.7180237770,0.7215678692,-0.0035440922,0.0035440922,0.0000000000,1,1,0
620_class-822,0,0.9392967224,0.9392967224,0.9403967857,0,0.9392967224,0.9392967224,0.9403967857,0.0000000000,0.0000000000,0.0000000000,1,1,0
621_class-822,3,0.9805439711,0.9802186489,0.9806247950,3,0.9805439711,0.9802186489,0.9806247950,0.0000000000,0.0003253222,0.0003253222,1,1,0
622_class-822,0,0.9768945575,0.9768945575,0.9768945575,0,0.9768945575,0.9768945575,0.9768945575,0.0000000000,0.0000000000,0.0000000000,1,1,0
623_class-822,5,0.9851677418,0.9676933289,0.9851677418,0,0.9676933289,0.9676933289,0.9851677418,-0.0174744129,0.0174744129,0.0000000000,1,1,0
624_class-822,5,0.9489059448,0.9492597580,0.9492931366,0,0.9492597580,0.9492597580,0.9492931366,0.0003538132,-0.0003538132,0.0000000000,0,1,1
625_class-822,1,0.9811706543,0.9816869497,0.9816869497,0,0.9816869497,0.9816869497,0.9816869497,0.0005162954,-0.0005162954,0.0000000000,0,1,1
626_class-822,2,0.9542263746,0.9541111588,0.9549025297,2,0.9542263746,0.9541111588,0.9549025297,0.0000000000,0.0001152158,0.0001152158,1,1,0
627_class-822,5,0.9725660086,0.9723024368,0.9731334448,5,0.9725660086,0.9723024368,0.9731334448,0.0000000000,0.0002635717,0.0002635717,1,1,0
628_class-822,0,0.9753406048,0.9753406048,0.9756453037,0,0.9753406048,0.9753406048,0.9756453037,0.0000000000,0.0000000000,0.0000000000,1,1,0
629_class-822,5,0.9721733332,0.9699739814,0.9721733332,0,0.9699739814,0.9699739814,0.9721733332,-0.0021993518,0.0021993518,0.0000000000,1,1,0
630_class-823,5,0.9504827857,0.9487354755,0.9506394863,5,0.9504827857,0.9487354755,0.9506394863,0.0000000000,0.0017473102,0.0017473102,1,1,0
631_class-823,2,0.9273420572,0.8409725428,0.9277149439,2,0.9273420572,0.8409725428,0.9277149439,0.0000000000,0.0863695145,0.0863695145,1,1,0
632_class-823,1,0.9525390267,0.9508726597,0.9532564878,0,0.9508726597,0.9508726597,0.9532564878,-0.0016663671,0.0016663671,0.0000000000,1,1,0
633_class-823,5,0.9640491009,0.7527667880,0.9640491009,5,0.9640491009,0.7527667880,0.9640491009,0.0000000000,0.2112823129,0.2112823129,1,1,0
634_class-823,3,0.9611730576,0.9564979076,0.9618730545,0,0.9564979076,0.9564979076,0.9618730545,-0.0046751499,0.0046751499,0.0000000000,1,1,0
635_class-823,2,0.9580074549,0.7812758684,0.9580074549,0,0.7812758684,0.7812758684,0.9580074549,-0.1767315865,0.1767315865,0.0000000000,1,1,0
636_class-823,5,0.9114322662,0.9283187389,0.9283187389,5,0.9114322662,0.9283187389,0.9283187389,0.0000000000,-0.0168864727,-0.0168864727,0,0,0
637_class-823,3,0.9636725187,0.9588687420,0.9636725187,0,0.9588687420,0.9588687420,0.9636725187,-0.0048037767,0.0048037767,0.0000000000,1,1,0
638_class-823,4,0.7837772369,0.7929517031,0.9146339893,0,0.7929517031,0.7929517031,0.9146339893,0.0091744661,-0.0091744661,0.0000000000,0,1,1
639_class-823,3,0.9313471317,0.3126768172,0.9313471317,3,0.9313471317,0.3126768172,0.9313471317,0.0000000000,0.6186703146,0.6186703146,1,1,0
640_class-824,0,0.9403887987,0.9403887987,0.9403887987,0,0.9403887987,0.9403887987,0.9403887987,0.0000000000,0.0000000000,0.0000000000,1,1,0
641_class-824,3,0.9696965218,0.9710158110,0.9714469910,3,0.9696965218,0.9710158110,0.9714469910,0.0000000000,-0.0013192892,-0.0013192892,0,0,0
642_class-824,1,0.9280351400,0.9232844114,0.9280351400,0,0.9232844114,0.9232844114,0.9280351400,-0.0047507286,0.0047507286,0.0000000000,1,1,0
643_class-824,0,0.9701703787,0.9701703787,0.9706697464,0,0.9701703787,0.9701703787,0.9706697464,0.0000000000,0.0000000000,0.0000000000,1,1,0
644_class-824,5,0.9743990302,0.9737831354,0.9743990302,5,0.9743990302,0.9737831354,0.9743990302,0.0000000000,0.0006158948,0.0006158948,1,1,0
645_class-824,3,0.9886984825,0.9884436727,0.9886984825,3,0.9886984825,0.9884436727,0.9886984825,0.0000000000,0.0002548099,0.0002548099,1,1,0
646_class-824,3,0.8694626093,0.8693886995,0.8694626093,3,0.8694626093,0.8693886995,0.8694626093,0.0000000000,0.0000739098,0.0000739098,1,1,0
647_class-824,1,0.9851001501,0.9849716425,0.9851001501,1,0.9851001501,0.9849716425,0.9851001501,0.0000000000,0.0001285076,0.0001285076,1,1,0
648_class-824,2,0.9847598672,0.9845079184,0.9847598672,2,0.9847598672,0.9845079184,0.9847598672,0.0000000000,0.0002519488,0.0002519488,1,1,0
649_class-824,5,0.9862360954,0.9859031439,0.9862990379,0,0.9859031439,0.9859031439,0.9862990379,-0.0003329515,0.0003329515,0.0000000000,1,1,0
650_class-825,4,0.8787017465,0.8789844513,0.8795235157,0,0.8789844513,0.8789844513,0.8795235157,0.0002827048,-0.0002827048,0.0000000000,0,1,1
651_class-825,5,0.9625660181,0.9619916081,0.9628542662,5,0.9625660181,0.9619916081,0.9628542662,0.0000000000,0.0005744100,0.0005744100,1,1,0
652_class-825,1,0.9758751392,0.9758896828,0.9758896828,0,0.9758896828,0.9758896828,0.9758896828,0.0000145435,-0.0000145435,0.0000000000,0,1,1
653_class-825,3,0.9747759104,0.9745651484,0.9748067856,3,0.9747759104,0.9745651484,0.9748067856,0.0000000000,0.0002107620,0.0002107620,1,1,0
654_class-825,4,0.9781770706,0.9783958197,0.9783958197,0,0.9783958197,0.9783958197,0.9783958197,0.0002187490,-0.0002187490,0.0000000000,0,1,1
655_class-825,1,0.9648507833,0.9648801088,0.9649016857,1,0.9648507833,0.9648801088,0.9649016857,0.0000000000,-0.0000293255,-0.0000293255,0,0,0
656_class-825,4,0.9737546444,0.9733954668,0.9737546444,0,0.9733954668,0.9733954668,0.9737546444,-0.0003591776,0.0003591776,0.0000000000,1,1,0
657_class-825,1,0.8524157405,0.8522452116,0.8525447845,1,0.8524157405,0.8522452116,0.8525447845,0.0000000000,0.0001705289,0.0001705289,1,1,0
658_class-825,1,0.9700738788,0.9702186584,0.9720878601,0,0.9702186584,0.9702186584,0.9720878601,0.0001447797,-0.0001447797,0.0000000000,0,1,1
659_class-825,0,0.9552066326,0.9552066326,0.9553780556,0,0.9552066326,0.9552066326,0.9553780556,0.0000000000,0.0000000000,0.0000000000,1,1,0
660_class-826,0,0.9775403142,0.9775403142,0.9777073860,0,0.9775403142,0.9775403142,0.9777073860,0.0000000000,0.0000000000,0.0000000000,1,1,0
661_class-826,1,0.9569077492,0.9567140341,0.9569077492,1,0.9569077492,0.9567140341,0.9569077492,0.0000000000,0.0001937151,0.0001937151,1,1,0
662_class-826,2,0.9840403199,0.9842247963,0.9857391119,2,0.9840403199,0.9842247963,0.9857391119,0.0000000000,-0.0001844764,-0.0001844764,0,0,0
663_class-826,1,0.9706679583,0.9707964063,0.9730646610,1,0.9706679583,0.9707964063,0.9730646610,0.0000000000,-0.0001284480,-0.0001284480,0,0,0
664_class-826,1,0.9782572389,0.9755496383,0.9782572389,1,0.9782572389,0.9755496383,0.9782572389,0.0000000000,0.0027076006,0.0027076006,1,1,0
665_class-826,2,0.7745298147,0.3533376455,0.7745298147,2,0.7745298147,0.3533376455,0.7745298147,0.0000000000,0.4211921692,0.4211921692,1,1,0
666_class-826,1,0.5819984674,0.5142520070,0.8616982102,1,0.5819984674,0.5142520070,0.8616982102,0.0000000000,0.0677464604,0.0677464604,1,1,0
667_class-826,3,0.8676768541,0.8679960370,0.8690040112,3,0.8676768541,0.8679960370,0.8690040112,0.0000000000,-0.0003191829,-0.0003191829,0,0,0
668_class-826,2,0.9829750657,0.9822224379,0.9829750657,0,0.9822224379,0.9822224379,0.9829750657,-0.0007526278,0.0007526278,0.0000000000,1,1,0
669_class-826,1,0.9716575742,0.9722343683,0.9723234177,1,0.9716575742,0.9722343683,0.9723234177,0.0000000000,-0.0005767941,-0.0005767941,0,0,0
670_class-827,3,0.9878801107,0.9867759943,0.9880620241,0,0.9867759943,0.9867759943,0.9880620241,-0.0011041164,0.0011041164,0.0000000000,1,1,0
671_class-827,4,0.8198971152,0.8160669804,0.8198971152,0,0.8160669804,0.8160669804,0.8198971152,-0.0038301349,0.0038301349,0.0000000000,1,1,0
672_class-827,4,0.9857752323,0.9857155085,0.9857752323,4,0.9857752323,0.9857155085,0.9857752323,0.0000000000,0.0000597239,0.0000597239,1,1,0
673_class-827,1,0.9900659919,0.9706745148,0.9900993109,0,0.9706745148,0.9706745148,0.9900993109,-0.0193914771,0.0193914771,0.0000000000,1,1,0
674_class-827,3,0.9839015007,0.9840182662,0.9840182662,3,0.9839015007,0.9840182662,0.9840182662,0.0000000000,-0.0001167655,-0.0001167655,0,0,0
675_class-827,4,0.9853222966,0.9853997827,0.9854216576,0,0.9853997827,0.9853997827,0.9854216576,0.0000774860,-0.0000774860,0.0000000000,0,1,1
676_class-827,1,0.9751904011,0.9775086045,0.9775086045,1,0.9751904011,0.9775086045,0.9775086045,0.0000000000,-0.0023182034,-0.0023182034,0,0,0
677_class-827,5,0.9681834579,0.9657890201,0.9681834579,0,0.9657890201,0.9657890201,0.9681834579,-0.0023944378,0.0023944378,0.0000000000,1,1,0
678_class-827,4,0.9901121259,0.9900988936,0.9901121259,0,0.9900988936,0.9900988936,0.9901121259,-0.0000132322,0.0000132322,0.0000000000,1,1,0
679_class-827,4,0.9695022106,0.9606293440,0.9695022106,4,0.9695022106,0.9606293440,0.9695022106,0.0000000000,0.0088728666,0.0088728666,1,1,0
680_class-828,3,0.9625819921,0.9624172449,0.9633128643,3,0.9625819921,0.9624172449,0.9633128643,0.0000000000,0.0001647472,0.0001647472,1,1,0
681_class-828,1,0.9481662512,0.9482933283,0.9482933283,0,0.9482933283,0.9482933283,0.9482933283,0.0001270771,-0.0001270771,0.0000000000,0,1,1
682_class-828,0,0.9596772194,0.9596772194,0.9681205750,0,0.9596772194,0.9596772194,0.9681205750,0.0000000000,0.0000000000,0.0000000000,1,1,0
683_class-828,4,0.9358539581,0.9365704060,0.9383792877,4,0.9358539581,0.9365704060,0.9383792877,0.0000000000,-0.0007164478,-0.0007164478,0,0,0
684_class-828,4,0.9208909273,0.9044140577,0.9212083817,4,0.9208909273,0.9044140577,0.9212083817,0.0000000000,0.0164768696,0.0164768696,1,1,0
685_class-828,2,0.6321896911,0.6611201763,0.9401941895,2,0.6321896911,0.6611201763,0.9401941895,0.0000000000,-0.0289304852,-0.0289304852,0,0,0
686_class-828,0,0.7645009756,0.7645009756,0.7794872522,0,0.7645009756,0.7645009756,0.7794872522,0.0000000000,0.0000000000,0.0000000000,1,1,0
687_class-828,4,0.1214925498,0.1257995367,0.7768073082,0,0.1257995367,0.1257995367,0.7768073082,0.0043069869,-0.0043069869,0.0000000000,0,1,1
688_class-828,5,0.9574501514,0.9575865269,0.9575865269,0,0.9575865269,0.9575865269,0.9575865269,0.0001363754,-0.0001363754,0.0000000000,0,1,1
689_class-828,4,0.9466456175,0.9493244886,0.9498881102,0,0.9493244886,0.9493244886,0.9498881102,0.0026788712,-0.0026788712,0.0000000000,0,1,1
690_class-829,2,0.8743393421,0.8752726316,0.8752726316,2,0.8743393421,0.8752726316,0.8752726316,0.0000000000,-0.0009332895,-0.0009332895,0,0,0
691_class-829,5,0.9323862195,0.9292773604,0.9323862195,0,0.9292773604,0.9292773604,0.9323862195,-0.0031088591,0.0031088591,0.0000000000,1,1,0
692_class-829,3,0.8076636791,0.8197630644,0.8259307146,0,0.8197630644,0.8197630644,0.8259307146,0.0120993853,-0.0120993853,0.0000000000,0,1,1
693_class-829,3,0.9330902100,0.9246224165,0.9335367680,0,0.9246224165,0.9246224165,0.9335367680,-0.0084677935,0.0084677935,0.0000000000,1,1,0
694_class-829,0,0.9525218010,0.9525218010,0.9525218010,0,0.9525218010,0.9525218010,0.9525218010,0.0000000000,0.0000000000,0.0000000000,1,1,0
695_class-829,0,0.9546195865,0.9546195865,0.9549438953,0,0.9546195865,0.9546195865,0.9549438953,0.0000000000,0.0000000000,0.0000000000,1,1,0
696_class-829,2,0.8935813904,0.8997161984,0.9015269279,0,0.8997161984,0.8997161984,0.9015269279,0.0061348081,-0.0061348081,0.0000000000,0,1,1
697_class-829,3,0.9468538761,0.9412537813,0.9468538761,0,0.9412537813,0.9412537813,0.9468538761,-0.0056000948,0.0056000948,0.0000000000,1,1,0
698_class-829,1,0.7341598272,0.6661247015,0.7341598272,1,0.7341598272,0.6661247015,0.7341598272,0.0000000000,0.0680351257,0.0680351257,1,1,0
699_class-829,5,0.9234510064,0.0220200624,0.9265314937,5,0.9234510064,0.0220200624,0.9265314937,0.0000000000,0.9014309440,0.9014309440,1,1,0
700_class-830,2,0.9579291344,0.9580758810,0.9581797123,2,0.9579291344,0.9580758810,0.9581797123,0.0000000000,-0.0001467466,-0.0001467466,0,0,0
701_class-830,0,0.9818173647,0.9818173647,0.9818173647,0,0.9818173647,0.9818173647,0.9818173647,0.0000000000,0.0000000000,0.0000000000,1,1,0
702_class-830,3,0.9599956870,0.9600092173,0.9600092173,3,0.9599956870,0.9600092173,0.9600092173,0.0000000000,-0.0000135303,-0.0000135303,0,0,0
703_class-830,0,0.9450231194,0.9450231194,0.9450231194,0,0.9450231194,0.9450231194,0.9450231194,0.0000000000,0.0000000000,0.0000000000,1,1,0
704_class-830,2,0.9668107033,0.9666314125,0.9668402076,0,0.9666314125,0.9666314125,0.9668402076,-0.0001792908,0.0001792908,0.0000000000,1,1,0
705_class-830,2,0.9651395082,0.7623127699,0.9679106474,2,0.9651395082,0.7623127699,0.9679106474,0.0000000000,0.2028267384,0.2028267384,1,1,0
706_class-830,2,0.9769126177,0.9767273664,0.9771148562,2,0.9769126177,0.9767273664,0.9771148562,0.0000000000,0.0001852512,0.0001852512,1,1,0
707_class-830,0,0.9583855867,0.9583855867,0.9584804773,0,0.9583855867,0.9583855867,0.9584804773,0.0000000000,0.0000000000,0.0000000000,1,1,0
708_class-830,3,0.9542286396,0.9550212622,0.9555075169,3,0.9542286396,0.9550212622,0.9555075169,0.0000000000,-0.0007926226,-0.0007926226,0,0,0
709_class-830,5,0.9729664326,0.9727724791,0.9729664326,0,0.9727724791,0.9727724791,0.9729664326,-0.0001939535,0.0001939535,0.0000000000,1,1,0
710_class-831,0,0.9256846905,0.9256846905,0.9292551279,0,0.9256846905,0.9256846905,0.9292551279,0.0000000000,0.0000000000,0.0000000000,1,1,0
711_class-831,4,0.9778432846,0.9779548645,0.9783375859,4,0.9778432846,0.9779548645,0.9783375859,0.0000000000,-0.0001115799,-0.0001115799,0,0,0
712_class-831,3,0.9505761266,0.7673588991,0.9505761266,0,0.7673588991,0.7673588991,0.9505761266,-0.1832172275,0.1832172275,0.0000000000,1,1,0
713_class-831,3,0.7815092802,0.7685132027,0.8071806431,3,0.7815092802,0.7685132027,0.8071806431,0.0000000000,0.0129960775,0.0129960775,1,1,0
714_class-831,1,0.7732947469,0.7671642303,0.7737572193,1,0.7732947469,0.7671642303,0.7737572193,0.0000000000,0.0061305165,0.0061305165,1,1,0
715_class-831,5,0.8903667927,0.9018283486,0.9018283486,0,0.9018283486,0.9018283486,0.9018283486,0.0114615560,-0.0114615560,0.0000000000,0,1,1
716_class-831,0,0.8837502003,0.8837502003,0.8903944492,0,0.8837502003,0.8837502003,0.8903944492,0.0000000000,0.0000000000,0.0000000000,1,1,0
717_class-831,4,0.8901653290,0.8927592039,0.8927592039,4,0.8901653290,0.8927592039,0.8927592039,0.0000000000,-0.0025938749,-0.0025938749,0,0,0
718_class-831,1,0.9726065397,0.9713339806,0.9726065397,1,0.9726065397,0.9713339806,0.9726065397,0.0000000000,0.0012725592,0.0012725592,1,1,0
719_class-831,2,0.5439530015,0.5923552513,0.5923552513,2,0.5439530015,0.5923552513,0.5923552513,0.0000000000,-0.0484022498,-0.0484022498,0,0,0
720_class-832,0,0.9791257977,0.9791257977,0.9791257977,0,0.9791257977,0.9791257977,0.9791257977,0.0000000000,0.0000000000,0.0000000000,1,1,0
721_class-832,4,0.9616079926,0.9595723748,0.9616079926,4,0.9616079926,0.9595723748,0.9616079926,0.0000000000,0.0020356178,0.0020356178,1,1,0
722_class-832,2,0.7247928381,0.5607922077,0.7412383556,2,0.7247928381,0.5607922077,0.7412383556,0.0000000000,0.1640006304,0.1640006304,1,1,0
723_class-832,4,0.6588130593,0.2881392837,0.6588130593,4,0.6588130593,0.2881392837,0.6588130593,0.0000000000,0.3706737757,0.3706737757,1,1,0
724_class-832,0,0.9798443913,0.9798443913,0.9819633961,0,0.9798443913,0.9798443913,0.9819633961,0.0000000000,0.0000000000,0.0000000000,1,1,0
725_class-832,0,0.8509963751,0.8509963751,0.9695196152,0,0.8509963751,0.8509963751,0.9695196152,0.0000000000,0.0000000000,0.0000000000,1,1,0
726_class-832,4,0.9008264542,0.8841749430,0.9656249285,4,0.9008264542,0.8841749430,0.9656249285,0.0000000000,0.0166515112,0.0166515112,1,1,0
727_class-832,2,0.0163291395,0.9690159559,0.9702948928,0,0.9690159559,0.9690159559,0.9702948928,0.9526868165,-0.9526868165,0.0000000000,0,1,1
728_class-832,5,0.9750356674,0.9742383361,0.9751402140,0,0.9742383361,0.9742383361,0.9751402140,-0.0007973313,0.0007973313,0.0000000000,1,1,0
729_class-832,1,0.9791843891,0.9796704054,0.9796704054,0,0.9796704054,0.9796704054,0.9796704054,0.0004860163,-0.0004860163,0.0000000000,0,1,1
730_class-833,1,0.9483343959,0.9485553503,0.9508908987,0,0.9485553503,0.9485553503,0.9508908987,0.0002209544,-0.0002209544,0.0000000000,0,1,1
731_class-833,2,0.8997792006,0.9007277489,0.9014435410,2,0.8997792006,0.9007277489,0.9014435410,0.0000000000,-0.0009485483,-0.0009485483,0,0,0
732_class-833,3,0.9713528752,0.9713615179,0.9713615179,0,0.9713615179,0.9713615179,0.9713615179,0.0000086427,-0.0000086427,0.0000000000,0,1,1
733_class-833,0,0.9384200573,0.9384200573,0.9384200573,0,0.9384200573,0.9384200573,0.9384200573,0.0000000000,0.0000000000,0.0000000000,1,1,0
734_class-833,1,0.8039664030,0.8599362969,0.8681909442,0,0.8599362969,0.8599362969,0.8681909442,0.0559698939,-0.0559698939,0.0000000000,0,1,1
735_class-833,1,0.9522489309,0.9519351721,0.9525783658,1,0.9522489309,0.9519351721,0.9525783658,0.0000000000,0.0003137589,0.0003137589,1,1,0
736_class-833,1,0.9470987320,0.9466520548,0.9473992586,0,0.9466520548,0.9466520548,0.9473992586,-0.0004466772,0.0004466772,0.0000000000,1,1,0
737_class-833,4,0.9576008916,0.9579907656,0.9596345425,0,0.9579907656,0.9579907656,0.9596345425,0.0003898740,-0.0003898740,0.0000000000,0,1,1
738_class-833,0,0.9563328028,0.9563328028,0.9564363956,0,0.9563328028,0.9563328028,0.9564363956,0.0000000000,0.0000000000,0.0000000000,1,1,0
739_class-833,2,0.9379599094,0.9383810163,0.9383810163,2,0.9379599094,0.9383810163,0.9383810163,0.0000000000,-0.0004211068,-0.0004211068,0,0,0
